Experiment	Sample	Study	GSM	Scientific name	Taxon id	Strategy	Source	Platform	Selection	Experiment title	Sample title	Design description	Sample attribute_BioSampleModel	Sample attribute_dev_stage	Sample attribute_scientific_name	Sample attribute_cell type	Sample attribute_treatment	Sample attribute_sub_species	Sample attribute_ENA-FIRST-PUBLIC	Sample attribute_passages	Sample attribute_ENA first public	Sample attribute_ENA-LAST-UPDATE	Sample attribute_disease	Sample attribute_ecotype	Sample attribute_cell_line	Sample attribute_External Id	Sample attribute_Submitter Id	Sample attribute_strain	Sample attribute_transcription factor	Sample attribute_INSDC first public	Sample attribute_INSDC status	Sample attribute_cell line	Sample attribute_sex	Sample attribute_antibody	Sample attribute_broker name	Sample attribute_phenotype	Sample attribute_breed	Sample attribute_source_name	Sample attribute_isolate	Sample attribute_INSDC last update	Sample attribute_age	Sample attribute_Sex	Sample attribute_biomaterial_provider	Sample attribute_individual	Sample attribute_chip antibody	Sample attribute_sample name	Sample attribute_INSDC center alias	Sample attribute_chip antibody details	Sample attribute_collection_date	Sample attribute_common name	Sample attribute_genotype	Sample attribute_developmental stage	Sample attribute_tissue	Sample attribute_replicate	Sample attribute_organism part	Sample attribute_geo_loc_name	Sample attribute_tumor grading	Sample attribute_INSDC center name	Sample attribute_cultivar	Sample attribute_ENA last update	Experiment attribute_Experimental Factor: Stationary	Experiment attribute_Experimental Factor: organism part	Experiment attribute_Experimental Factor: CTVT5	Experiment attribute_Experimental Factor: Regressive	Experiment attribute_Experimental Factor: immunoprecipitate	Experiment attribute_Experimental Factor: Progressive	Experiment attribute_Experimental Factor: CTVT6	Experiment attribute_Experimental Factor: CTVT17	Experiment attribute_Experimental Factor: organism	File information_Alternatives_1_@org	File information_@cluster	File information_@filename	File information_Alternatives_1_@url	File information_Alternatives_@access_type	File information_Alternatives_0_@access_type	File information_Alternatives_1_@free_egress	File information_Alternatives_@free_egress	File information_Alternatives_@org	File information_@version	File information_Alternatives_0_@free_egress	File information_@supertype	File information_@sratoolkit	File information_@size	File information_@semantic_name	File information_@date	File information_Alternatives_0_@org	File information_Alternatives_2_@free_egress	File information_Alternatives_1_@access_type	File information_Alternatives_2_@url	File information_@md5	File information_Alternatives_2_@org	File information_Alternatives_0_@url	File information_Alternatives_2_@access_type	File information_Alternatives_@url	File information_@url	Query
ERX1919231	ERS1573268	ERP021811		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina Genome Analyzer IIx	ChIP	Illumina Genome Analyzer IIx paired end sequencing; Methylome of 9 canine transmissible veneral tumour (CTVT) samples	CTVT5 S	Methylome of 9 canine transmissible veneral tumour (CTVT) samples			Canis lupus familiaris			familiaris	2018-01-31T17:02:40Z			2017-02-28T15:42:49Z	canine transmissible veneral tumour			SAMEA101365168	E-MTAB-5495:CTVT5 S			2018-01-31T17:02:40Z	public				ArrayExpress					2017-02-28T15:42:49Z				CTVT5		E-MTAB-5495:CTVT5 S				dog							Stationary	Department of Infection, UCL			tumor grading		individual							AWS	public	ERR1857548.sralite	s3://sra-pub-zq-3/ERR1857548/ERR1857548.sralite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	665290196	SRA Lite	2020-08-14 00:48:37	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/ERR1857548/ERR1857548.zq.1	fab3d465436672e8a85d144cd435eb01	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857548.sralite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1857548/ERR1857548	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857548.sralite.1	
ERX1919230	ERS1573267	ERP021811		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina Genome Analyzer IIx	ChIP	Illumina Genome Analyzer IIx paired end sequencing; Methylome of 9 canine transmissible veneral tumour (CTVT) samples	CTVT5 R	Methylome of 9 canine transmissible veneral tumour (CTVT) samples			Canis lupus familiaris			familiaris	2018-01-31T17:02:40Z			2017-02-28T15:42:49Z	canine transmissible veneral tumour			SAMEA101364418	E-MTAB-5495:CTVT5 R			2018-01-31T17:02:40Z	public				ArrayExpress					2017-02-28T15:42:49Z				CTVT5		E-MTAB-5495:CTVT5 R				dog							Regressive	Department of Infection, UCL					individual	tumor grading						AWS	public	ERR1857547.sralite	s3://sra-pub-zq-3/ERR1857547/ERR1857547.sralite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	513195152	SRA Lite	2020-08-13 22:51:38	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-102/ERR1857547/ERR1857547.zq.1	1ef0b2ac6c13d5c4beb6252bffe6fec8	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857547.sralite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1857547/ERR1857547	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857547.sralite.1	
ERX1919229	ERS1573266	ERP021811		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina Genome Analyzer IIx	ChIP	Illumina Genome Analyzer IIx paired end sequencing; Methylome of 9 canine transmissible veneral tumour (CTVT) samples	CTVT5 P	Methylome of 9 canine transmissible veneral tumour (CTVT) samples			Canis lupus familiaris			familiaris	2018-01-31T17:02:40Z			2017-02-28T15:42:49Z	canine transmissible veneral tumour			SAMEA101363668	E-MTAB-5495:CTVT5 P			2018-01-31T17:02:40Z	public				ArrayExpress					2017-02-28T15:42:49Z				CTVT5		E-MTAB-5495:CTVT5 P				dog							Progressive	Department of Infection, UCL					individual			tumor grading				AWS	public	ERR1857546.sralite	s3://sra-pub-zq-6/ERR1857546/ERR1857546.sralite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	702252574	SRA Lite	2020-08-15 03:05:49	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-102/ERR1857546/ERR1857546.zq.1	9a457a442edbd502acfd489f599415e8	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857546.sralite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1857546/ERR1857546	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857546.sralite.1	
ERX1919228	ERS1573265	ERP021811		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina Genome Analyzer IIx	ChIP	Illumina Genome Analyzer IIx paired end sequencing; Methylome of 9 canine transmissible veneral tumour (CTVT) samples	CTVT17 S	Methylome of 9 canine transmissible veneral tumour (CTVT) samples			Canis lupus familiaris			familiaris	2018-01-31T17:02:40Z			2017-02-28T15:42:49Z	canine transmissible veneral tumour			SAMEA101362918	E-MTAB-5495:CTVT17 S			2018-01-31T17:02:40Z	public				ArrayExpress					2017-02-28T15:42:49Z				CTVT17		E-MTAB-5495:CTVT17 S				dog							Stationary	Department of Infection, UCL			tumor grading							individual		AWS	public	ERR1857545.sralite	s3://sra-pub-zq-3/ERR1857545/ERR1857545.sralite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	726801789	SRA Lite	2020-08-14 00:21:43	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/ERR1857545/ERR1857545.zq.1	1b21d9f68cd4278dec41e91f6ff6adb0	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857545.sralite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1857545/ERR1857545	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857545.sralite.1	
ERX1919227	ERS1573264	ERP021811		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina Genome Analyzer IIx	ChIP	Illumina Genome Analyzer IIx paired end sequencing; Methylome of 9 canine transmissible veneral tumour (CTVT) samples	CTVT17 R	Methylome of 9 canine transmissible veneral tumour (CTVT) samples			Canis lupus familiaris			familiaris	2018-01-31T17:02:40Z			2017-02-28T15:42:49Z	canine transmissible veneral tumour			SAMEA101362168	E-MTAB-5495:CTVT17 R			2018-01-31T17:02:40Z	public				ArrayExpress					2017-02-28T15:42:49Z				CTVT17		E-MTAB-5495:CTVT17 R				dog							Regressive	Department of Infection, UCL						tumor grading				individual		AWS	public	ERR1857544.sralite	s3://sra-pub-zq-1/ERR1857544/ERR1857544.sralite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	739518210	SRA Lite	2020-08-15 02:36:34	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/ERR1857544/ERR1857544.zq.1	47c400f89ff818664ccba604872fe694	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857544.sralite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1857544/ERR1857544	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857544.sralite.1	
ERX1919226	ERS1573263	ERP021811		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina Genome Analyzer IIx	ChIP	Illumina Genome Analyzer IIx paired end sequencing; Methylome of 9 canine transmissible veneral tumour (CTVT) samples	CTVT17 P	Methylome of 9 canine transmissible veneral tumour (CTVT) samples			Canis lupus familiaris			familiaris	2018-01-31T17:02:40Z			2017-02-28T15:42:49Z	canine transmissible veneral tumour			SAMEA101361418	E-MTAB-5495:CTVT17 P			2018-01-31T17:02:40Z	public				ArrayExpress					2017-02-28T15:42:49Z				CTVT17		E-MTAB-5495:CTVT17 P				dog							Progressive	Department of Infection, UCL								tumor grading		individual		AWS	public	ERR1857543.sralite	s3://sra-pub-zq-3/ERR1857543/ERR1857543.sralite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	767670995	SRA Lite	2020-08-14 01:15:34	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/ERR1857543/ERR1857543.zq.1	1efb7fb89fc39142661cabe3caa8c514	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857543.sralite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1857543/ERR1857543	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/857/ERR1857543.sralite.1	
ERX1972657	ERS1646384	ERP022397		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 500	ChIP	NextSeq 500 paired end sequencing; Epigenomic changes associated with TGF-beta induced EMT in MDCK cells.	MDCK_H2AZ-WT-rep2	Epigenomic changes associated with TGF-beta induced EMT in MDCK cells.			Canis lupus familiaris	Epithelial cell of kidney		familiaris	2017-10-23T17:03:32Z			2017-04-04T14:24:03Z				SAMEA103957216	E-MTAB-5637:MDCK_H2AZ-WT-rep2			2017-10-23T17:03:32Z	public	MDCK	female		ArrayExpress					2017-04-04T14:24:03Z						E-MTAB-5637:MDCK_H2AZ-WT-rep2				dog					kidney			Research Fellow Tremethick Lab Department of Genome Sciences The John Curtin School of Medical Research The Australian National University												EBI	public	H2AZ-WT-rep2_S2_R1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912242/H2AZ-WT-rep2_S2_R1.fastq.gz	anonymous	Use Cloud Data Delivery	worldwide	worldwide	AWS	1	-	Original	0	12168223456	fastq	2022-07-13 11:54:46	AWS	gs.us-east1	anonymous	gs://sra-pub-zq-102/ERR1912242/ERR1912242.lite.2	135aa677b5609280d9534437469e6fea	GCP	s3://sra-pub-src-11/ERR1912242/H2AZ-WT-rep2_S2_R1.fastq.gz.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1912242/ERR1912242	http://ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912242/H2AZ-WT-rep2_S2_R1.fastq.gz	
ERX1972656	ERS1646383	ERP022397		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 500	ChIP	NextSeq 500 paired end sequencing; Epigenomic changes associated with TGF-beta induced EMT in MDCK cells.	MDCK_H2AZ-WT-rep1	Epigenomic changes associated with TGF-beta induced EMT in MDCK cells.				Epithelial cell of kidney		familiaris			2017-10-23					SAMEA103957215	E-MTAB-5637:MDCK_H2AZ-WT-rep1			2017-10-23T17:03:32Z	public	MDCK	female		ArrayExpress					2017-04-04T14:24:03Z						E-MTAB-5637:MDCK_H2AZ-WT-rep1	Research Fellow Tremethick Lab Department of Genome Sciences The John Curtin School of Medical Research The Australian National University			dog					kidney			Research Fellow Tremethick Lab Department of Genome Sciences The John Curtin School of Medical Research The Australian National University		2017-04-04										AWS	public	ERR1912241	s3://sra-pub-zq-9/ERR1912241/ERR1912241.lite.2	anonymous	anonymous	s3.us-east-1	worldwide	AWS	2	worldwide	Primary ETL	1	1020882515	SRA Normalized	2021-10-21 20:30:21	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/ERR1912241/ERR1912241.lite.2	aa8c387a7bbb2ce38cd865fc44830354	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR001/1912/ERR1912241/ERR1912241.lite.2	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1912241/ERR1912241	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1912241/ERR1912241	
ERX1972655	ERS1646382	ERP022397		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 500	ChIP	NextSeq 500 paired end sequencing; Epigenomic changes associated with TGF-beta induced EMT in MDCK cells.	MDCK_H2AZ-TGFb-rep2	Epigenomic changes associated with TGF-beta induced EMT in MDCK cells.			Canis lupus familiaris	Epithelial cell of kidney		familiaris	2017-10-23T17:03:32Z			2017-04-04T14:24:03Z				SAMEA103957214	E-MTAB-5637:MDCK_H2AZ-TGFb-rep2			2017-10-23T17:03:32Z	public	MDCK	female		ArrayExpress					2017-04-04T14:24:03Z						E-MTAB-5637:MDCK_H2AZ-TGFb-rep2				dog					kidney			Research Fellow Tremethick Lab Department of Genome Sciences The John Curtin School of Medical Research The Australian National University												EBI	public	ERR1912240	http://ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912240/H2AZ-TGFb-rep2_S4_R1.fastq.gz	anonymous	Use Cloud Data Delivery	worldwide	worldwide	AWS	2	-	Primary ETL	1	1070359716	SRA Normalized	2022-07-19 14:37:44	AWS	gs.us-east1	anonymous	gs://sra-pub-zq-102/ERR1912240/ERR1912240.lite.2	3f9ec8a9c2694c6d91d379e2f324c38b	GCP	s3://sra-pub-src-6/ERR1912240/H2AZ-TGFb-rep2_S4_R1.fastq.gz.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1912240/ERR1912240	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1912240/ERR1912240	
ERX1972654	ERS1646381	ERP022397		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 500	ChIP	NextSeq 500 paired end sequencing; Epigenomic changes associated with TGF-beta induced EMT in MDCK cells.	MDCK_H2AZ-TGFb-rep1	Epigenomic changes associated with TGF-beta induced EMT in MDCK cells.			Canis lupus familiaris	Epithelial cell of kidney		familiaris	2017-10-23T17:03:32Z			2017-04-04T14:24:02Z				SAMEA103957213	E-MTAB-5637:MDCK_H2AZ-TGFb-rep1			2017-10-23T17:03:32Z	public	MDCK	female		ArrayExpress					2017-04-04T14:24:02Z						E-MTAB-5637:MDCK_H2AZ-TGFb-rep1				dog					kidney			Research Fellow Tremethick Lab Department of Genome Sciences The John Curtin School of Medical Research The Australian National University												AWS	public	ERR1912239.lite	s3://sra-pub-zq-3/ERR1912239/ERR1912239.lite.2	anonymous	anonymous	s3.us-east-1	worldwide	AWS	2	worldwide	Primary ETL	1	5695902906	SRA Lite	2022-08-06 09:11:37	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-109/ERR1912239/ERR1912239.lite.2	44c5a96487a29b4d3885745bc9ad9f17	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR001/1912/ERR1912239/ERR1912239.lite.2	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR1912239/ERR1912239	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR001/1912/ERR1912239/ERR1912239.lite.2	
SRX2652945	SRS2058118	SRP102101		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 500	ChIP	H2A.Z ChIP-Seq of untreated MDCK cells - replicate 1	untreated MDCK cells, 6 days post-seeding	Nuclei were pelleted by centrifugation for 40 min at 4,000g through an 8-ml sucrose cushion (1.2 M sucrose, 60 mM KCL, 15 mM HEPES, 15 mM NaCl, 2 mM MgCl2, 1 mM EDTA, 0.5 mM EGTA, 0.5 mM DTT, 0.2 mM PMSF and protease inhibitor cocktail, pH 7.6). The supernatant was carefully removed, and pelleted nuclei were resuspended in 1 ml of micrococcal digestion buffer (50 mM Tris-HCl pH 7.6, 3 mM CaCl2) and passed five or six times through a size 29Ðgauge needle. The nuclear extract was digested for 35 min at 37 ¡C with micrococcal nuclease (New England Biolabs; 40 gel units per 330 _l of extract) to obtain ~80% mononucleosomes. After centrifugation at 10,000g for 5 min, the supernatant (S1) and the resuspended pellet (S2) were dialyzed against 10 mM Tris-HCl pH 7.6, 1 mM EDTA and 0.5 mM EGTA overnight at 4 ¡C. The S1 and S2 supernatants were then combined and dialyzed against 10 mM Tris-HCl pH 7.6, 1 mM EDTA, 0.5 mM EGTA, 4% (v/v) glycerol, divided into aliquots and stored at _80 ¡C. For ChIP, 5 ug of anti- H2A.Z antibodies were used for 150 uq of MNAse digested chromatin.  Samples were then RNAse treated for 30 mins at 37 degrees followed by Proteinase K at 65 degrees for 5 hours to decrosslink and release DNA. Finally, AMPure beads were used to purify the ChIP/Input DNA. ChIP-Seq/MNase-Seq libraries were constructed using NEBnext Ultra DNA Library Prep kit for Illumina (New England Biolabs). Libraries were sequenced with 2x75bp paired-end on Illumina NextSeq500  instrument in high-output mode.	Model organism or animal	not applicable			no treatment	familiaris						not applicable	MDCK			not applicable					female			epithelial	cocker spaniel		not applicable		not applicable												kidney						not applicable											AWS	public	H2AZ-WT-rep1_S1_R1_001.fastq.gz	s3://sra-pub-zq-5/SRR5357045/SRR5357045.sralite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	870456189	fastq	2020-03-30 10:49:54	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-102/SRR5357045/SRR5357045.zq.1	88e91d49e59799355d0fea8b0d7a9bb7	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/357/SRR5357045.sralite.1	gcp identity	s3://sra-pub-src-5/SRR5357045/H2AZ-WT-rep1_S1_R1_001.fastq.gz	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5357045/SRR5357045	
SRX2652944	SRS2058118	SRP102101		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 500	ChIP	H2A.Z ChIP-Seq of untreated MDCK cells - replicate 2	untreated MDCK cells, 6 days post-seeding	Nuclei were pelleted by centrifugation for 40 min at 4,000g through an 8-ml sucrose cushion (1.2 M sucrose, 60 mM KCL, 15 mM HEPES, 15 mM NaCl, 2 mM MgCl2, 1 mM EDTA, 0.5 mM EGTA, 0.5 mM DTT, 0.2 mM PMSF and protease inhibitor cocktail, pH 7.6). The supernatant was carefully removed, and pelleted nuclei were resuspended in 1 ml of micrococcal digestion buffer (50 mM Tris-HCl pH 7.6, 3 mM CaCl2) and passed five or six times through a size 29Ðgauge needle. The nuclear extract was digested for 35 min at 37 ¡C with micrococcal nuclease (New England Biolabs; 40 gel units per 330 _l of extract) to obtain ~80% mononucleosomes. After centrifugation at 10,000g for 5 min, the supernatant (S1) and the resuspended pellet (S2) were dialyzed against 10 mM Tris-HCl pH 7.6, 1 mM EDTA and 0.5 mM EGTA overnight at 4 ¡C. The S1 and S2 supernatants were then combined and dialyzed against 10 mM Tris-HCl pH 7.6, 1 mM EDTA, 0.5 mM EGTA, 4% (v/v) glycerol, divided into aliquots and stored at _80 ¡C. For ChIP, 5 ug of anti- H2A.Z antibodies were used for 150 uq of MNAse digested chromatin.  Samples were then RNAse treated for 30 mins at 37 degrees followed by Proteinase K at 65 degrees for 5 hours to decrosslink and release DNA. Finally, AMPure beads were used to purify the ChIP/Input DNA. ChIP-Seq/MNase-Seq libraries were constructed using NEBnext Ultra DNA Library Prep kit for Illumina (New England Biolabs). Libraries were sequenced with 2x75bp paired-end on Illumina NextSeq500  instrument in high-output mode.	Model organism or animal	not applicable			no treatment	familiaris						not applicable	MDCK			not applicable					female			epithelial	cocker spaniel		not applicable		not applicable												kidney						not applicable											AWS	public	H2AZ-WT-rep2_S2_R1_001.fastq.gz	s3://sra-pub-zq-9/SRR5357044/SRR5357044.sralite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	12168223456	fastq	2020-03-30 07:49:35	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-102/SRR5357044/SRR5357044.zq.1	135aa677b5609280d9534437469e6fea	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/357/SRR5357044.sralite.1	gcp identity	s3://sra-pub-src-4/SRR5357044/H2AZ-WT-rep2_S2_R1_001.fastq.gz	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5357044/SRR5357044	
SRX2652943	SRS2058117	SRP102101		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 500	ChIP	H2A.Z ChIP-Seq of MDCK cells treated with TGF-beta - replicate 1	TGF-beta treated MDCK cells, 6 days of treatment	Nuclei were pelleted by centrifugation for 40 min at 4,000g through an 8-ml sucrose cushion (1.2 M sucrose, 60 mM KCL, 15 mM HEPES, 15 mM NaCl, 2 mM MgCl2, 1 mM EDTA, 0.5 mM EGTA, 0.5 mM DTT, 0.2 mM PMSF and protease inhibitor cocktail, pH 7.6). The supernatant was carefully removed, and pelleted nuclei were resuspended in 1 ml of micrococcal digestion buffer (50 mM Tris-HCl pH 7.6, 3 mM CaCl2) and passed five or six times through a size 29Ðgauge needle. The nuclear extract was digested for 35 min at 37 ¡C with micrococcal nuclease (New England Biolabs; 40 gel units per 330 _l of extract) to obtain ~80% mononucleosomes. After centrifugation at 10,000g for 5 min, the supernatant (S1) and the resuspended pellet (S2) were dialyzed against 10 mM Tris-HCl pH 7.6, 1 mM EDTA and 0.5 mM EGTA overnight at 4 ¡C. The S1 and S2 supernatants were then combined and dialyzed against 10 mM Tris-HCl pH 7.6, 1 mM EDTA, 0.5 mM EGTA, 4% (v/v) glycerol, divided into aliquots and stored at _80 ¡C. For ChIP, 5 ug of anti- H2A.Z antibodies were used for 150 uq of MNAse digested chromatin.  Samples were then RNAse treated for 30 mins at 37 degrees followed by Proteinase K at 65 degrees for 5 hours to decrosslink and release DNA. Finally, AMPure beads were used to purify the ChIP/Input DNA. ChIP-Seq/MNase-Seq libraries were constructed using NEBnext Ultra DNA Library Prep kit for Illumina (New England Biolabs). Libraries were sequenced with 2x75bp paired-end on Illumina NextSeq500  instrument in high-output mode.	Model organism or animal	not applicable			treated with TGF-beta for six days	familiaris						not applicable	MDCK			not applicable					female			epithelial/mesenchymal	cocker spaniel		not applicable		not applicable												kidney						not applicable											AWS	public	H2AZ-TGFb-rep1_S3_R2_001.fastq.gz	s3://sra-pub-zq-9/SRR5357043/SRR5357043.sralite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	7326881640	fastq	2020-03-30 10:49:44	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR5357043/SRR5357043.noqual.1	728d49180b692ebebd3232d7d647ad5c	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/357/SRR5357043.sralite.1	gcp identity	s3://sra-pub-src-4/SRR5357043/H2AZ-TGFb-rep1_S3_R2_001.fastq.gz	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5357043/SRR5357043	
SRX2652942	SRS2058117	SRP102101		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 500	ChIP	H2A.Z ChIP-Seq of MDCK cells treated with TGF-beta - replicate 2	TGF-beta treated MDCK cells, 6 days of treatment	Nuclei were pelleted by centrifugation for 40 min at 4,000g through an 8-ml sucrose cushion (1.2 M sucrose, 60 mM KCL, 15 mM HEPES, 15 mM NaCl, 2 mM MgCl2, 1 mM EDTA, 0.5 mM EGTA, 0.5 mM DTT, 0.2 mM PMSF and protease inhibitor cocktail, pH 7.6). The supernatant was carefully removed, and pelleted nuclei were resuspended in 1 ml of micrococcal digestion buffer (50 mM Tris-HCl pH 7.6, 3 mM CaCl2) and passed five or six times through a size 29Ðgauge needle. The nuclear extract was digested for 35 min at 37 ¡C with micrococcal nuclease (New England Biolabs; 40 gel units per 330 _l of extract) to obtain ~80% mononucleosomes. After centrifugation at 10,000g for 5 min, the supernatant (S1) and the resuspended pellet (S2) were dialyzed against 10 mM Tris-HCl pH 7.6, 1 mM EDTA and 0.5 mM EGTA overnight at 4 ¡C. The S1 and S2 supernatants were then combined and dialyzed against 10 mM Tris-HCl pH 7.6, 1 mM EDTA, 0.5 mM EGTA, 4% (v/v) glycerol, divided into aliquots and stored at _80 ¡C. For ChIP, 5 ug of anti- H2A.Z antibodies were used for 150 uq of MNAse digested chromatin.  Samples were then RNAse treated for 30 mins at 37 degrees followed by Proteinase K at 65 degrees for 5 hours to decrosslink and release DNA. Finally, AMPure beads were used to purify the ChIP/Input DNA. ChIP-Seq/MNase-Seq libraries were constructed using NEBnext Ultra DNA Library Prep kit for Illumina (New England Biolabs). Libraries were sequenced with 2x75bp paired-end on Illumina NextSeq500  instrument in high-output mode.	Model organism or animal	not applicable			treated with TGF-beta for six days	familiaris						not applicable	MDCK			not applicable					female			epithelial/mesenchymal	cocker spaniel		not applicable		not applicable												kidney						not applicable											AWS	public	SRR5357042	s3://sra-pub-zq-8/SRR5357042/SRR5357042.sralite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	1070359684	SRA Normalized	2017-03-17 21:28:06	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR5357042/SRR5357042.zq.1	6074f2263d3b8e066e24b4e856f41e9d	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/357/SRR5357042.sralite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5357042/SRR5357042	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5357042/SRR5357042	
